SOURCE: 0-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.365843e+03  6.42e+01  0.07632  
P  K  6.232038e+00  7.17e+01  7.615e-05  
S  K  3.134656e+03  9.71e+01  0.01167  
Cl  K  1.804513e+03  2.04e+02  0.003401  
Ar  K  8.811366e+01  2.17e+02  9.809e-05  
K  K  4.222267e+04  2.48e+02  0.02404  
Ca  K  5.274050e+05  7.51e+02  0.2502  
Sc  K  4.817924e+02  2.06e+02  0.0003213  
Ti  K  2.300942e+03  1.02e+02  0.001071  
V  K  1.251464e+00  8.89e+01  4.594e-07  
Cr  K  7.393379e+03  1.34e+02  0.002008  
Mn  K  9.173193e+02  1.11e+02  0.0002118  
Fe  K  9.375878e+04  3.42e+02  0.01816  
Co  K  9.072312e+02  1.31e+02  0.000157  
Ni  K  1.056964e+03  1.43e+02  0.0001643  
Cu  K  4.834126e+02  1.01e+02  7.171e-05  
Zn  K  9.216756e+02  1.04e+02  0.0001346  
As  K  3.842097e+01  1.41e+02  6.157e-06  
Rb  K  8.054513e+01  6.18e+01  2.893e-05  
Sr  K  6.878354e+01  4.63e+01  3.484e-05  
Y  K  1.565011e-01  1.52e+01  1.393e-07  
Zr  K  1.437753e+05  1.94e+05  0.2384  
Rh  L  6.057426e+04  4.70e+02  0.1477  
Pd  L  4.298644e+01  4.44e+02  7.531e-05  
Hg  L  5.639693e+02  1.37e+02  0.0001738  
Pb  L  8.227905e+02  1.67e+02  0.0002994  

SOURCE: 40-2.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.298234e+03  6.30e+01  0.07255  
P  K  7.386838e+02  7.06e+01  0.008944  
S  K  2.943120e+03  9.61e+01  0.01088  
Cl  K  1.828569e+03  2.05e+02  0.003425  
Ar  K  3.505138e+02  2.17e+02  0.0003881  
K  K  4.200361e+04  2.47e+02  0.02381  
Ca  K  5.288570e+05  7.52e+02  0.2508  
Sc  K  2.531814e+02  2.06e+02  0.0001699  
Ti  K  2.183283e+03  1.01e+02  0.001022  
V  K  1.433447e+02  9.20e+01  5.296e-05  
Cr  K  7.113018e+03  1.33e+02  0.001944  
Mn  K  9.881634e+02  1.11e+02  0.0002297  
Fe  K  9.413929e+04  3.43e+02  0.01837  
Co  K  9.550644e+02  1.31e+02  0.0001665  
Ni  K  9.445727e+02  1.44e+02  0.000148  
Cu  K  4.851710e+02  1.02e+02  7.257e-05  
Zn  K  6.002615e+02  1.03e+02  8.843e-05  
As  K  1.425142e+02  1.40e+02  2.303e-05  
Rb  K  2.018036e+02  6.26e+01  7.31e-05  
Sr  K  1.206714e+02  4.81e+01  6.165e-05  
Y  K  4.144000e+01  1.45e+01  3.721e-05  
Zr  K  1.247888e+05  1.91e+05  0.2087  
Rh  L  6.192669e+04  4.70e+02  0.1502  
Pd  L  2.042043e+03  4.45e+02  0.003558  
Hg  L  5.860559e+02  1.39e+02  0.0001821  
Pb  L  6.156768e+02  1.63e+02  0.000226  

SOURCE: 40-3.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.204132e+03  6.40e+01  0.06738  
P  K  3.448955e+01  7.18e+01  0.0004134  
S  K  2.765509e+03  9.61e+01  0.0101  
Cl  K  1.817572e+03  2.05e+02  0.003365  
Ar  K  8.895992e+01  2.18e+02  9.751e-05  
K  K  4.178644e+04  2.47e+02  0.02349  
Ca  K  5.288162e+05  7.53e+02  0.2509  
Sc  K  6.784064e+02  2.06e+02  0.0004606  
Ti  K  2.332228e+03  1.03e+02  0.001105  
V  K  8.982371e+01  9.12e+01  3.359e-05  
Cr  K  7.399183e+03  1.34e+02  0.002048  
Mn  K  1.163889e+03  1.11e+02  0.0002742  
Fe  K  9.490289e+04  3.45e+02  0.01877  
Co  K  9.857744e+02  1.29e+02  0.0001743  
Ni  K  9.033647e+02  1.41e+02  0.0001438  
Cu  K  3.220540e+02  9.93e+01  4.895e-05  
Zn  K  6.756178e+02  1.02e+02  0.0001011  
As  K  9.425093e+01  1.37e+02  1.548e-05  
Rb  K  1.424506e+02  6.05e+01  5.247e-05  
Sr  K  6.356494e+01  4.51e+01  3.302e-05  
Y  K  1.914103e+00  1.46e+01  1.747e-06  
Zr  K  1.286839e+04  1.81e+05  0.02188  
Rh  L  5.986347e+04  4.73e+02  0.1436  
Pd  L  1.486836e+02  4.47e+02  0.0002565  
Hg  L  7.185577e+02  1.36e+02  0.000227  
Pb  L  6.583853e+02  1.61e+02  0.0002457  

SOURCE: 50-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.169122e+03  6.02e+01  0.0648  
P  K  2.961653e+02  7.43e+01  0.003398  
S  K  2.699372e+03  9.57e+01  0.009745  
Cl  K  2.428133e+03  1.98e+02  0.004446  
Ar  K  1.398157e+02  2.08e+02  0.0001516  
K  K  3.572837e+04  2.34e+02  0.01977  
Ca  K  6.698623e+05  8.42e+02  0.3128  
Sc  K  3.449133e+02  2.25e+02  0.0002417  
Ti  K  1.851936e+03  9.95e+01  0.0009059  
V  K  2.160467e+01  9.03e+01  8.34e-06  
Cr  K  7.186026e+03  1.33e+02  0.002051  
Mn  K  7.114586e+02  1.11e+02  0.0001717  
Fe  K  7.347453e+04  3.08e+02  0.01484  
Co  K  6.855613e+02  1.30e+02  0.0001235  
Ni  K  1.716404e+03  1.57e+02  0.0002735  
Cu  K  4.322716e+02  1.03e+02  6.573e-05  
Zn  K  8.175992e+02  1.06e+02  0.0001224  
As  K  3.713380e+01  1.45e+02  6.097e-06  
Rb  K  7.173421e+01  6.36e+01  2.639e-05  
Sr  K  9.336157e+01  5.15e+01  4.843e-05  
Y  K  8.625369e+00  1.72e+01  7.861e-06  
Zr  K  3.127553e+04  2.05e+05  0.05309  
Rh  L  5.803237e+04  4.53e+02  0.1376  
Pd  L  5.415768e+02  4.21e+02  0.0009225  
Hg  L  8.865098e+02  1.40e+02  0.0002799  
Pb  L  6.794165e+02  1.71e+02  0.0002533  

SOURCE: 50-2.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  9.102510e+02  6.40e+01  0.05052  
P  K  8.408023e+00  8.07e+01  9.399e-05  
S  K  2.978446e+03  1.02e+02  0.01044  
Cl  K  8.149821e+02  2.13e+02  0.001452  
Ar  K  5.558035e+02  2.39e+02  0.0005884  
K  K  3.668995e+04  2.37e+02  0.0199  
