SOURCE: ISic000655-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Ar  K  7.029786e+02  6.57e+01  0.008007  
K  K  1.458181e+03  5.63e+01  0.007824  
Ca  K  2.515517e+05  5.06e+02  0.6997  
Sc  K  7.223223e+01  1.13e+02  0.0001203  
Ti  K  1.340608e+02  3.30e+01  0.0001325  
V  K  2.427099e+01  1.97e+01  1.488e-05  
Cr  K  6.072999e+01  1.92e+01  2.3e-05  
Mn  K  6.840299e+01  1.76e+01  1.718e-05  
Fe  K  2.575280e+03  5.47e+01  0.0004279  
Co  K  1.021295e+01  1.84e+01  1.209e-06  
Ni  K  3.968133e+00  2.49e+01  5.52e-07  
Cu  K  2.708838e+02  2.41e+01  4.962e-05  
Zn  K  1.281075e+02  2.11e+01  2.003e-05  
Ga  K  4.196291e+01  2.14e+01  1.583e-05  
As  K  8.421695e+01  6.39e+01  2.45e-05  
Rb  K  3.473960e+02  6.78e+01  5.388e-05  
Sr  K  8.081404e+03  1.28e+02  0.001154  
Y  K  3.352308e+02  8.03e+01  4.494e-05  
Zr  K  7.558094e+02  9.78e+01  9.718e-05  
Nb  K  2.615572e+02  9.04e+01  3.296e-05  
Rh  L  1.344291e+01  7.97e+01  0.0001854  
Pd  L  1.088468e+03  9.88e+01  0.01177  
Cs  L  1.668196e+01  3.50e+01  2.36e-05  
Ba  L  6.588637e+01  5.95e+01  7.606e-05  
La  L  1.015695e+02  3.45e+01  9.284e-05  
Ce  L  7.052375e+01  4.25e+01  5.135e-05  
Au  L  2.920308e+02  5.12e+01  9.27e-05  
Hg  L  2.683635e+02  5.51e+01  7.871e-05  
Pb  L  5.616677e+02  1.16e+02  0.0001436  
Th  L  8.449634e+02  1.12e+02  0.0001482  

SOURCE: ISic000656-t-f.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Al  K  9.964254e+01  3.37e+01  0.1463  
Si  K  2.015434e+02  3.57e+01  0.07623  
P  K  2.259562e+01  4.81e+01  0.002997  
S  K  1.738422e+02  4.03e+01  0.008643  
Cl  K  1.858253e+02  5.07e+01  0.004191  
Ar  K  9.364015e+02  6.91e+01  0.01066  
K  K  1.419436e+03  5.61e+01  0.007612  
Ca  K  2.592443e+05  5.19e+02  0.7207  
Sc  K  2.972001e+02  1.10e+02  0.0004949  
Ti  K  2.050959e+02  3.39e+01  0.0002026  
V  K  1.955550e+01  2.01e+01  1.198e-05  
Cr  K  6.229980e+01  1.89e+01  2.359e-05  
Mn  K  7.595085e+01  1.79e+01  1.906e-05  
Fe  K  3.296310e+03  6.07e+01  0.0005475  
Co  K  8.788605e+00  1.87e+01  1.04e-06  
Ni  K  2.034070e+01  2.56e+01  2.852e-06  
Cu  K  3.046670e+02  2.44e+01  5.583e-05  
Zn  K  1.388291e+02  2.09e+01  2.171e-05  
Ga  K  2.192527e+01  2.00e+01  8.33e-06  
As  K  9.444036e+01  6.27e+01  2.748e-05  
Rb  K  4.919614e+02  6.82e+01  7.63e-05  
Sr  K  6.729801e+03  1.20e+02  0.0009613  
Y  K  2.800317e+02  7.98e+01  3.754e-05  
Zr  K  4.439068e+02  9.34e+01  5.708e-05  
Nb  K  3.915833e+02  9.06e+01  4.935e-05  
Rh  L  2.688695e+02  8.59e+01  0.003706  
Pd  L  7.542673e+02  1.02e+02  0.008157  
Cs  L  4.106896e+01  3.54e+01  5.808e-05  
Ba  L  3.234247e+01  5.87e+01  3.732e-05  
La  L  3.597348e+01  3.41e+01  3.287e-05  
Ce  L  5.071578e+01  4.03e+01  3.691e-05  
Au  L  3.318216e+02  5.12e+01  0.0001054  
Hg  L  2.700569e+02  5.38e+01  7.921e-05  
Pb  L  6.247590e+02  1.13e+02  0.0001598  
Th  L  6.935040e+02  1.09e+02  0.0001216  

SOURCE: ISic000699-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Al  K  1.084001e+02  3.38e+01  0.158  
Si  K  4.179191e+01  3.26e+01  0.01569  
P  K  2.730512e+01  4.79e+01  0.003593  
S  K  2.826350e+02  4.17e+01  0.01394  
Cl  K  2.910391e+02  5.21e+01  0.006511  
Ar  K  7.629740e+02  6.82e+01  0.008616  
K  K  1.110486e+03  5.32e+01  0.005907  
Ca  K  2.679581e+05  5.22e+02  0.7388  
Sc  K  2.985459e+02  1.10e+02  0.000493  
Ti  K  6.236829e+01  2.86e+01  6.112e-05  
V  K  1.144295e+01  1.97e+01  6.955e-06  
Cr  K  5.742083e+01  1.87e+01  2.156e-05  
Mn  K  6.943348e+01  1.69e+01  1.729e-05  
Fe  K  4.989320e+02  2.70e+01  8.221e-05  
Co  K  3.487975e+01  1.47e+01  4.096e-06  
Ni  K  7.326829e+01  2.58e+01  1.077e-05  
Cu  K  2.711405e+02  2.33e+01  4.961e-05  
Zn  K  9.451200e+01  1.99e+01  1.473e-05  
Ga  K  3.020307e+01  2.20e+01  1.194e-05  
As  K  2.166780e+02  6.68e+01  6.278e-05  
Rb  K  3.088074e+02  6.66e+01  4.767e-05  
Sr  K  8.979675e+03  1.32e+02  0.001277  
Y  K  4.017206e+02  8.17e+01  5.359e-05  
Zr  K  2.994595e+02  9.55e+01  3.832e-05  
Nb  K  3.444546e+02  9.12e+01  4.32e-05  
Rh  L  1.984262e+01  8.48e+01  0.0002717  
Pd  L  1.054366e+03  1.02e+02  0.01132  
Cs  L  3.980909e+00  3.41e+01  5.586e-06  
Ba  L  3.391316e+00  5.60e+01  3.882e-06  
La  L  2.428332e+01  3.24e+01  2.201e-05  
Ce  L  7.453775e+01  4.09e+01  5.381e-05  
Au  L  1.858646e+02  5.02e+01  5.89e-05  
Hg  L  4.144317e+02  5.63e+01  0.000121  
Pb  L  1.243569e+03  1.20e+02  0.0003171  
Th  L  8.530450e+02  1.12e+02  0.0001489  

SOURCE: ISic000699-t-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Al  K  8.634799e+01  3.31e+01  0.128  
Si  K  7.976359e+01  3.30e+01  0.03047  
P  K  5.480315e+01  4.80e+01  0.007343  
S  K  2.557533e+02  4.09e+01  0.01285  
Cl  K  2.062751e+02  5.00e+01  0.004701  
Ar  K  9.435128e+02  6.90e+01  0.01086  
K  K  1.409235e+03  5.62e+01  0.007639  
Ca  K  2.628443e+05  5.17e+02  0.7386  
Sc  K  1.675906e+02  1.11e+02  0.0002821  
