SOURCE: ISic000672-MK-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
As  K  4.725734e+02  8.52e+01  9.52e-05  
Rb  K  2.348665e+02  5.46e+01  0.000106  
Sr  K  1.744325e+01  4.09e+01  1.111e-05  
Y  K  3.915300e+01  1.44e+01  4.38e-05  
Zr  K  2.553284e+05  1.54e+05  0.5319  
Rh  L  5.903973e+04  5.01e+02  0.1096  
Pd  L  1.912275e+03  4.70e+02  0.002553  

SOURCE: ISic000678-MK-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.603350e+02  5.30e+01  0.008707  
P  K  8.115302e+02  1.09e+02  0.007627  
S  K  5.022203e+03  1.17e+02  0.01469  
Cl  K  2.136048e+03  2.45e+02  0.003176  
Ar  K  1.630173e+03  2.38e+02  0.001449  
K  K  5.449283e+02  1.16e+02  0.000247  
Ca  K  1.108202e+06  1.07e+03  0.4834  
Sc  K  1.425609e+01  2.84e+02  1.216e-05  
Ti  K  9.891671e+02  9.23e+01  0.0005903  
V  K  1.385722e+00  7.68e+01  6.538e-07  
Cr  K  7.173298e+03  1.24e+02  0.002502  
Mn  K  1.569936e+03  1.03e+02  0.0004586  
Fe  K  4.483867e+03  1.19e+02  0.001091  
Co  K  7.713055e+02  9.74e+01  0.0001666  
Ni  K  9.396431e+02  1.42e+02  0.000174  
Cu  K  3.298076e+02  8.83e+01  5.83e-05  
Zn  K  2.397619e+03  1.02e+02  0.0004175  
As  K  5.636979e+02  8.51e+01  0.0001077  
Rb  K  1.760724e+01  5.02e+01  7.533e-06  
Sr  K  2.698456e+01  3.80e+01  1.628e-05  
Y  K  2.888957e-01  1.15e+01  3.062e-07  
Zr  K  2.089268e+05  1.53e+05  0.4124  
Rh  L  6.155606e+04  5.13e+02  0.1191  
Pd  L  4.154026e+02  4.81e+02  0.0005775  

SOURCE: ISic000679-MK-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.002378e+02  5.24e+01  0.005419  
P  K  8.286898e+02  9.60e+01  0.007638  
S  K  1.317329e+04  1.51e+02  0.03689  
Cl  K  2.101678e+03  2.40e+02  0.002993  
Ar  K  1.820182e+03  2.35e+02  0.001554  
K  K  1.413033e+03  1.19e+02  0.0006168  
Ca  K  1.026514e+06  1.04e+03  0.4438  
Sc  K  1.119725e+03  2.74e+02  0.0009702  
Ti  K  1.627759e+03  9.61e+01  0.0009874  
V  K  1.864252e+02  7.97e+01  8.945e-05  
Cr  K  7.022380e+03  1.23e+02  0.002493  
Mn  K  5.513877e+02  9.55e+01  0.000164  
Fe  K  6.686438e+03  1.29e+02  0.001657  
Co  K  7.708484e+02  9.64e+01  0.0001697  
Ni  K  1.031951e+03  1.38e+02  0.0001951  
Cu  K  2.836345e+02  8.45e+01  5.118e-05  
Zn  K  1.183517e+03  9.13e+01  0.0002104  
As  K  7.706896e+02  8.51e+01  0.0001503  
Rb  K  2.036958e+02  5.16e+01  8.904e-05  
