SOURCE: MK-ISic000065-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.868622e+03  6.98e+01  0.1033  
P  K  1.797614e-01  8.68e+01  2.168e-06  
S  K  3.862199e+03  1.08e+02  0.01413  
Cl  K  7.122980e+03  2.48e+02  0.01312  
Ar  K  6.687877e+02  2.38e+02  0.000723  
K  K  4.114131e+03  1.34e+02  0.002229  
Ca  K  8.898079e+05  9.63e+02  0.3912  
Sc  K  4.180226e+00  2.51e+02  2.924e-06  
Ti  K  3.806365e+03  1.10e+02  0.001859  
V  K  3.723275e+01  8.49e+01  1.435e-05  
Cr  K  7.206160e+03  1.26e+02  0.002054  
Mn  K  7.334702e+02  1.01e+02  0.0001756  
Fe  K  3.713383e+04  2.30e+02  0.007408  
Co  K  9.495067e+02  1.10e+02  0.0001683  
Ni  K  8.103498e+02  1.36e+02  0.0001246  
Cu  K  4.845090e+02  8.92e+01  7.104e-05  
Zn  K  1.242521e+03  9.46e+01  0.0001793  
As  K  4.585853e+02  8.52e+01  7.248e-05  
Rb  K  7.821848e+01  5.15e+01  2.766e-05  
Sr  K  8.059425e+01  4.07e+01  4.018e-05  
Y  K  3.601265e-01  1.33e+01  3.154e-07  
Zr  K  4.253289e+03  1.61e+05  0.006936  
Rh  L  6.468140e+04  5.16e+02  0.1533  
Pd  L  1.339214e+01  4.82e+02  2.267e-05  

SOURCE: MK-ISic001039-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.945711e+03  7.19e+01  0.1084  
P  K  1.622857e+00  9.32e+01  1.94e-05  
S  K  3.826010e+03  1.12e+02  0.01388  
Cl  K  6.137957e+03  2.41e+02  0.01122  
Ar  K  5.032148e+02  2.37e+02  0.0005406  
K  K  5.206498e+03  1.42e+02  0.002808  
Ca  K  1.028746e+06  1.04e+03  0.4559  
Sc  K  2.539697e+01  2.66e+02  1.819e-05  
Ti  K  4.340010e+03  1.16e+02  0.002172  
V  K  2.243450e+00  8.74e+01  8.861e-07  
Cr  K  6.951984e+03  1.26e+02  0.002031  
Mn  K  7.663512e+02  1.02e+02  0.0001882  
Fe  K  4.510647e+04  2.49e+02  0.009234  
Co  K  6.949069e+02  1.12e+02  0.0001264  
Ni  K  1.137283e+03  1.46e+02  0.0001797  
Cu  K  4.897248e+02  9.10e+01  7.383e-05  
Zn  K  1.063458e+03  9.57e+01  0.0001578  
As  K  4.395182e+02  8.78e+01  7.146e-05  
Rb  K  2.940155e+01  5.44e+01  1.07e-05  
Sr  K  4.099486e+01  4.11e+01  2.103e-05  
Y  K  2.963937e-01  1.29e+01  2.671e-07  
Zr  K  2.095621e+05  1.67e+05  0.3517  
Rh  L  6.370152e+04  5.09e+02  0.15  
Pd  L  4.216202e+01  4.81e+02  7.093e-05  

SOURCE: MK-ISic001039-c.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.828870e+03  7.08e+01  0.1008  
P  K  9.413054e+02  8.88e+01  0.01119  
S  K  3.754782e+03  1.08e+02  0.01355  
Cl  K  3.448467e+03  2.34e+02  0.006268  
Ar  K  1.705045e+03  2.39e+02  0.00182  
K  K  2.836123e+03  1.28e+02  0.001519  
Ca  K  9.442325e+05  9.95e+02  0.4146  
