SOURCE: ISic000613-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Mn  K  9.733086e+01  1.90e+01  2.438e-05  
Fe  K  1.030004e+04  1.04e+02  0.001707  
Co  K  5.840643e+01  2.70e+01  6.898e-06  
Ni  K  1.553455e+02  2.77e+01  2.136e-05  
Cu  K  7.192610e+02  3.45e+01  0.0001313  
Zn  K  3.549182e+02  2.74e+01  5.53e-05  
As  K  5.757178e+01  7.29e+01  1.67e-05  
Rb  K  8.684559e+02  7.55e+01  0.0001343  
Sr  K  6.133705e+03  1.16e+02  0.0008735  
Y  K  4.241239e+02  8.63e+01  5.668e-05  
Zr  K  7.770028e+02  9.87e+01  9.96e-05  
Rh  K  1.295033e+04  3.68e+03  0.00281  
Rh  L  9.952196e+01  7.31e+01  0.001368  
Pd  K  8.223303e+03  5.25e+02  0.001951  
Pd  L  4.997598e+02  8.51e+01  0.005391  
Sn  K  1.198628e+03  1.03e+02  0.0005075  
Ba  L  4.853412e+01  4.40e+01  5.589e-05  
Au  L  1.805383e+02  5.26e+01  5.71e-05  
Hg  L  3.401711e+02  5.81e+01  9.946e-05  
Pb  L  1.432675e+03  1.29e+02  0.0003652  

SOURCE: ISic000662-t-e.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.868343e+03  5.50e+01  0.09494  
Cl  K  1.686588e+02  4.25e+01  0.003889  
Ar  K  7.475778e+02  5.55e+01  0.008706  
K  K  2.181649e+03  6.01e+01  0.01197  
Ca  K  1.195106e+05  3.53e+02  0.34  
Sc  K  2.540981e+00  8.30e+01  4.329e-06  
Ti  K  3.425915e+02  3.69e+01  0.0003463  
V  K  4.135666e+01  2.33e+01  2.593e-05  
Cr  K  8.513649e+01  1.90e+01  3.297e-05  
Mn  K  2.010982e+02  2.39e+01  5.162e-05  
Fe  K  2.284145e+04  1.54e+02  0.003877  
Co  K  5.953381e+01  3.41e+01  7.195e-06  
Ni  K  1.074260e+02  2.80e+01  1.275e-05  
Cu  K  3.820440e+02  2.69e+01  6.96e-05  
Zn  K  4.108798e+02  2.87e+01  6.44e-05  
As  K  1.932868e+01  6.76e+01  5.675e-06  
Rb  K  1.553994e+03  8.07e+01  0.0002436  
Sr  K  4.967177e+03  1.09e+02  0.0007175  
Y  K  1.715491e+03  9.39e+01  0.0002326  
Zr  K  1.704534e+03  1.01e+02  0.0002217  
Rh  K  7.140621e+03  3.57e+03  0.001573  
Rh  L  2.029022e+00  6.62e+01  2.847e-05  
Pd  K  9.550589e+03  5.20e+02  0.002301  
Pd  L  3.925011e+02  7.74e+01  0.004324  
Sn  K  9.720043e+02  9.95e+01  0.0004181  
Ba  L  6.108612e+01  5.09e+01  7.204e-05  
Au  L  2.810093e+02  5.42e+01  8.909e-05  
Hg  L  2.705527e+02  5.91e+01  8.013e-05  
Pb  L  8.095372e+02  1.20e+02  0.000208  

SOURCE: ISic000786-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.379816e+02  4.05e+01  0.006979  
Cl  K  1.887107e+02  5.06e+01  0.004331  
Ar  K  1.066890e+03  7.12e+01  0.01236  
K  K  1.350084e+03  5.65e+01  0.007369  
Ca  K  2.850595e+05  5.38e+02  0.8067  
Sc  K  1.530508e+00  1.13e+02  2.594e-06  
Ti  K  7.462644e+01  3.04e+01  7.505e-05  
V  K  3.643822e+00  1.85e+01  2.273e-06  
Cr  K  5.686390e+01  1.65e+01  2.191e-05  
Mn  K  1.852872e+02  2.19e+01  4.733e-05  
Fe  K  2.556218e+03  5.53e+01  0.0004319  
Co  K  1.854473e+00  2.06e+01  2.232e-07  
