SOURCE: ISic000007-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Co  K  8.161347e+02  7.20e+01  0.0001028  
Ni  K  1.131853e+02  2.42e+01  1.067e-05  
Cu  K  4.754089e+02  3.03e+01  8.346e-05  
Zn  K  3.250444e+03  6.34e+01  0.0005103  
As  K  1.485624e+03  8.43e+01  0.0004535  
Rb  K  2.847859e+03  9.52e+01  0.0004656  
Sr  K  2.212305e+04  1.81e+02  0.003335  
Y  K  9.891701e+02  9.31e+01  0.00014  
Zr  K  7.843355e+03  1.46e+02  0.001066  
Rh  K  1.099316e+04  3.54e+03  0.002533  
Rh  L  3.797750e-01  5.37e+01  5.581e-06  
Pd  K  1.073719e+04  4.98e+02  0.002706  
Pd  L  3.674678e+02  6.43e+01  0.00424  
Sn  K  1.107574e+03  1.02e+02  0.0004987  
Ba  L  1.292386e+02  7.54e+01  0.0001595  
Au  L  2.127195e+02  6.11e+01  6.706e-05  
Hg  L  1.530117e+02  6.58e+01  4.714e-05  
Pb  L  7.276438e+02  1.38e+02  0.0001904  

SOURCE: ISic000508-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.687379e+02  3.54e+01  0.008723  
Cl  K  1.434444e+02  4.18e+01  0.003366  
Ar  K  6.035137e+02  5.60e+01  0.007152  
K  K  7.713946e+02  4.51e+01  0.004307  
Ca  K  1.598547e+05  4.04e+02  0.4628  
Sc  K  1.726794e+02  9.23e+01  0.0002994  
Ti  K  1.001352e+02  3.03e+01  0.000103  
V  K  2.746522e+01  2.08e+01  1.752e-05  
Cr  K  9.108034e+02  3.63e+01  0.0003589  
Mn  K  4.539740e+02  3.14e+01  0.0001186  
Fe  K  4.468918e+03  7.10e+01  0.0007716  
Co  K  7.303278e+01  2.32e+01  8.974e-06  
Ni  K  4.869947e+01  2.62e+01  5.461e-06  
Cu  K  3.452980e+02  2.67e+01  6.306e-05  
Zn  K  5.311104e+02  3.28e+01  8.389e-05  
As  K  7.347958e+02  1.09e+02  0.0002185  
Rb  K  4.912120e+02  7.77e+01  7.806e-05  
Sr  K  2.820746e+04  2.02e+02  0.004131  
Y  K  6.205916e+02  9.30e+01  8.532e-05  
Zr  K  9.747390e+02  1.22e+02  0.0001286  
Rh  K  1.563572e+04  3.67e+03  0.003494  
Rh  L  1.123799e+01  6.82e+01  0.0001602  
Pd  K  9.807708e+03  5.27e+02  0.002397  
Pd  L  5.711612e+02  8.18e+01  0.006394  
Sn  K  1.243267e+03  1.02e+02  0.0005425  
Ba  L  5.078160e+01  4.55e+01  6.092e-05  
Au  L  1.564287e+02  5.93e+01  4.989e-05  
Hg  L  1.815275e+02  6.41e+01  5.446e-05  
Pb  L  6.808282e+03  1.74e+02  0.001767  

SOURCE: ISic000508-t-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.141661e+02  3.23e+01  0.00591  
Cl  K  1.886277e+02  4.06e+01  0.004432  
Ar  K  5.808328e+02  5.22e+01  0.006893  
K  K  6.267248e+02  4.11e+01  0.003504  
Ca  K  1.403028e+05  3.78e+02  0.4068  
Sc  K  1.852759e+02  8.58e+01  0.0003217  
Ti  K  4.006477e+01  2.80e+01  4.128e-05  
V  K  1.330243e+01  2.00e+01  8.499e-06  
Cr  K  8.375941e+02  3.53e+01  0.0003305  
Mn  K  4.021705e+02  2.98e+01  0.0001052  
Fe  K  2.925089e+03  5.84e+01  0.0005056  
Co  K  1.087993e+02  2.17e+01  1.338e-05  
Ni  K  6.174855e+01  2.51e+01  6.756e-06  
Cu  K  3.116901e+02  2.51e+01  5.666e-05  
Zn  K  5.507880e+02  3.16e+01  8.679e-05  
As  K  2.463791e+01  8.10e+01  7.326e-06  
Rb  K  4.339867e+02  7.46e+01  6.898e-05  
Sr  K  2.635513e+04  1.96e+02  0.003861  
Y  K  7.139020e+02  8.85e+01  9.818e-05  
Zr  K  8.682806e+02  1.17e+02  0.0001146  
Rh  K  1.227662e+04  3.56e+03  0.002745  
Rh  L  4.308809e-01  6.28e+01  6.15e-06  
Pd  K  9.275931e+03  5.15e+02  0.002268  
Pd  L  4.908446e+02  7.50e+01  0.0055  
