SOURCE: ISic000896-M-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Cl  K  1.036468e+04  2.42e+02  0.005063  
Ar  K  2.224641e+03  2.13e+02  0.0008972  
K  K  4.587643e+02  1.07e+02  0.0001175  
Ca  K  1.121301e+06  1.08e+03  0.3305  
Sc  K  5.592314e+03  2.84e+02  0.003678  
Ti  K  2.269600e+02  8.13e+01  0.0001123  
V  K  3.827765e+02  7.16e+01  0.0001577  
Cr  K  2.966795e+01  7.44e+01  9.379e-06  
Mn  K  1.025055e+03  8.89e+01  0.0002794  
Fe  K  7.071386e+03  1.30e+02  0.001639  
Co  K  1.376957e+03  1.03e+02  0.0002879  
Ni  K  6.342724e+02  1.68e+02  0.0001154  
Cu  K  7.044507e+02  9.51e+01  0.0001234  
Zn  K  2.664406e+03  1.06e+02  0.0004631  
As  K  1.002369e+03  9.04e+01  0.0001937  
Rb  K  4.234094e+02  5.82e+01  0.0001849  
Sr  K  1.206934e+02  4.24e+01  7.44e-05  
Y  K  6.696293e+01  1.78e+01  7.259e-05  
Zr  K  6.195350e+04  1.14e+05  0.1252  
Rh  L  3.315896e+04  4.34e+02  0.02413  
Pd  L  3.589286e+03  4.06e+02  0.002147  

SOURCE: ISic001758-M-4.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.980905e+03  7.02e+01  0.003115  
P  K  8.519763e+02  1.10e+02  0.0007599  
S  K  5.389976e+03  1.13e+02  0.003201  
Cl  K  3.991713e+03  2.19e+02  0.001969  
Ar  K  3.081893e+03  2.48e+02  0.001255  
K  K  3.829917e+02  1.09e+02  9.905e-05  
Ca  K  1.331051e+06  1.18e+03  0.3969  
Sc  K  2.949175e+02  3.05e+02  0.0001968  
Ti  K  6.161724e+02  8.33e+01  0.0003093  
V  K  1.979722e+01  7.01e+01  8.277e-06  
Cr  K  3.006593e+02  7.92e+01  9.642e-05  
Mn  K  2.623743e+03  1.05e+02  0.0007251  
Fe  K  5.195056e+03  1.29e+02  0.001221  
Co  K  2.818872e+03  1.18e+02  0.0005974  
Ni  K  2.978179e+02  1.55e+02  5.483e-05  
Cu  K  2.348046e+02  9.45e+01  4.163e-05  
Zn  K  1.615164e+03  1.02e+02  0.0002841  
As  K  5.376217e+02  9.06e+01  0.0001051  
Rb  K  1.817588e+02  5.73e+01  8.029e-05  
Sr  K  6.195633e+01  4.82e+01  3.864e-05  
Y  K  2.984353e+01  1.42e+01  3.273e-05  
Zr  K  2.209017e+05  2.05e+05  0.4515  
Rh  L  4.102485e+04  4.32e+02  0.03015  
Pd  L  2.318042e+04  4.76e+02  0.014  

SOURCE: ISic001758-M-5.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  2.088386e+03  7.13e+01  0.00331  
P  K  8.064333e+02  1.05e+02  0.0007233  
S  K  1.058935e+04  1.37e+02  0.006323  
Cl  K  9.124856e+03  2.37e+02  0.004527  
Ar  K  1.114069e+03  2.12e+02  0.0004564  
K  K  2.410159e+02  1.13e+02  6.27e-05  
Ca  K  1.419219e+06  1.21e+03  0.4257  
Sc  K  3.933011e+03  3.15e+02  0.002638  
Ti  K  5.242677e+01  8.52e+01  2.646e-05  
V  K  6.669433e+02  7.75e+01  0.0002803  
Cr  K  2.643078e+02  7.83e+01  8.522e-05  
Mn  K  3.179916e+02  8.71e+01  8.842e-05  
Fe  K  1.071724e+04  1.47e+02  0.002535  
Co  K  1.170575e+03  1.06e+02  0.0002498  
Ni  K  3.494146e+03  2.16e+02  0.0006493  
Cu  K  3.140658e+02  9.23e+01  5.621e-05  
Zn  K  2.180978e+03  1.04e+02  0.0003872  
As  K  4.435812e+02  9.27e+01  8.758e-05  
Rb  K  1.920672e+02  6.05e+01  8.567e-05  
Sr  K  2.520857e+02  4.45e+01  0.0001587  
Y  K  3.803514e+01  1.64e+01  4.212e-05  
Zr  K  3.099971e+04  1.03e+05  0.06398  
Rh  L  3.207467e+04  4.27e+02  0.02371  
Pd  L  3.765711e+03  4.06e+02  0.002288  

SOURCE: ISic001758-M-6.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  2.659520e+03  7.84e+01  0.004206  
P  K  2.427745e+02  1.09e+02  0.000218  
S  K  1.016528e+04  1.37e+02  0.006079  
Cl  K  9.434670e+03  2.44e+02  0.004688  
Ar  K  1.977662e+03  2.14e+02  0.0008113  
K  K  1.224145e+03  1.17e+02  0.000319  
Ca  K  1.399206e+06  1.21e+03  0.4191  
Sc  K  4.283435e+03  3.18e+02  0.002857  
Ti  K  4.629180e+02  8.73e+01  0.0002323  
